id,code,role,first_name,last_name,full_name,gender,birth_date,age,phone,telegram,school,grade,district,group_id,group_name,course_code,mentor_id,tutor_id,curator_id,parent_full_name,parent_relation,parent_phone,parent_telegram,parent_preferred_contact,enrolled_at,monthly_fee,status,attendance_total_lessons,attendance_present,attendance_late,attendance_absent,attendance_absent_excused,attendance_absent_unexcused,attendance_attendance_rate,attendance_punctuality_rate,attendance_missed_covered_by_makeup,attendance_missed_not_covered,attendance_is_behind,homework_assigned,homework_submitted,homework_on_time,homework_late,homework_not_submitted,homework_submission_rate,homework_on_time_rate,homework_avg_score,homework_best_score,coins_balance,coins_total_earned,coins_total_spent,coins_rank_overall,coins_rank_in_group,tutor_sessions_count,makeup_count,performance_score,performance_label,risk_level
184,STU-10184,student,Jasur,Ashurov,Jasur Ashurov,male,2009-12-27,17,+998939921986,@jasur_8639,124-son maktab,11,Yakkasaroy,16,UX-FIG-016,UX-FIG,13,115,207,Mohira Ashurova,Ona,+998886651124,@mohira458,phone,2026-02-09,850000,active,73,60,8,5,2,3,93.2,82.2,2,3,False,64,51,29,22,13,79.7,45.3,66.1,90,723,1438,715,162,4,2,2,79.7,Yaxshi,low
185,STU-10185,student,Nozima,Sultonova,Nozima Sultonova,female,2011-06-22,15,+998994589267,@nozima_9499,64-son maktab,9,Yakkasaroy,16,UX-FIG-016,UX-FIG,13,115,207,Asadbek Sultonova,Ota,+998331052140,@asadbek972,phone,2026-02-09,850000,active,73,57,11,5,3,2,93.2,78.1,3,2,False,65,53,38,15,12,81.5,58.5,66.8,97,804,1574,770,146,3,5,3,80.4,Yaxshi,low
186,STU-10186,student,Yulduz,Sultonova,Yulduz Sultonova,female,2011-04-22,15,+998937448001,@yulduz_4606,12-son maktab,9,Bektemir,16,UX-FIG-016,UX-FIG,13,115,207,Nurbek Sultonova,Ota,+998971561560,@nurbek860,sms,2026-02-09,850000,active,73,52,13,8,2,6,89.0,71.2,3,5,True,61,37,12,25,24,60.7,19.7,50.2,78,918,1068,150,120,2,4,3,66.9,Qoniqarli,medium
187,STU-10187,student,Nurbek,Xasanov,Nurbek Xasanov,male,2008-04-08,18,+998913044108,@nurbek_5427,45-son maktab,11,Chilonzor,16,UX-FIG-016,UX-FIG,13,115,207,Dilnoza Xasanova,Ona,+998772319833,@dilnoza468,telegram,2026-02-09,850000,active,73,55,8,10,6,4,86.3,75.3,2,8,True,63,48,29,19,15,76.2,46.0,64.9,89,373,1293,920,260,11,4,2,75.8,Yaxshi,low
188,STU-10188,student,Alisher,Shodmonov,Alisher Shodmonov,male,2010-09-02,16,+998986553867,@alisher_8794,52-son maktab,10,Yashnobod,16,UX-FIG-016,UX-FIG,13,115,207,Muslima Shodmonova,Ona,+998908844748,@muslima213,sms,2026-02-09,850000,active,73,63,6,4,2,2,94.5,86.3,4,0,False,65,62,47,15,3,95.4,72.3,76.3,91,283,1983,1700,282,12,3,4,88.4,A'lo,low
189,STU-10189,student,Husan,Rahimov,Husan Rahimov,male,2011-03-01,15,+998997548256,@husan_8490,124-son maktab,9,Yashnobod,17,UX-FIG-017,UX-FIG,3,111,209,Nargiza Rahimova,Ona,+998915592486,@nargiza841,telegram,2026-02-02,850000,active,76,54,10,12,4,8,84.2,71.1,8,4,True,64,51,31,20,13,79.7,48.4,63.6,87,1189,1479,290,74,2,2,8,75.6,Yaxshi,medium
190,STU-10190,student,Nilufar,Jalilova,Nilufar Jalilova,female,2008-06-22,18,+998778627816,@nilufar_3225,89-son maktab,11,Bektemir,17,UX-FIG-017,UX-FIG,3,111,209,Zilola Jalilovaa,Ona,+998773243839,@zilola541,sms,2026-02-02,850000,active,76,29,13,34,11,23,55.3,38.2,6,28,True,49,23,5,18,26,46.9,10.2,38.2,64,452,567,115,241,8,10,6,46.8,Past,high
191,STU-10191,student,Behruz,Xolmatov,Behruz Xolmatov,male,2010-04-03,16,+998901264678,@behruz_1127,101-son maktab,10,Yashnobod,17,UX-FIG-017,UX-FIG,3,111,209,Umar Xolmatov,Ota,+998945456146,@umar306,telegram,2026-02-02,850000,active,76,59,7,10,3,7,86.8,77.6,4,6,True,63,49,34,15,14,77.8,54.0,66.2,93,1451,1566,115,41,1,2,4,76.9,Yaxshi,low
192,STU-10192,student,Husan,Tursunov,Husan Tursunov,male,2008-06-21,18,+998991492993,@husan_7555,18-son maktab,11,Olmazor,17,UX-FIG-017,UX-FIG,3,111,209,Xurshid Tursunov,Ota,+998972765973,@xurshid145,phone,2026-02-02,850000,active,76,53,13,10,4,6,86.8,69.7,6,4,True,65,50,33,17,15,76.9,50.8,66.5,89,626,1356,730,184,7,6,6,76.7,Yaxshi,low
193,STU-10193,student,Ulug'bek,Jalilov,Ulug'bek Jalilov,male,2009-08-03,17,+998979521761,@ulugbek_6471,45-son maktab,11,Olmazor,17,UX-FIG-017,UX-FIG,3,111,209,Nafisa Jalilova,Ona,+998883152730,@nafisa970,telegram,2026-02-02,850000,active,76,57,10,9,4,5,88.2,75.0,3,6,True,66,48,32,16,18,72.7,48.5,63.4,85,630,1355,725,182,6,6,3,74.9,Qoniqarli,low
194,STU-10194,student,Javohir,Umarov,Javohir Umarov,male,2010-09-14,16,+998779913159,@javohir_6308,1-son maktab,10,Chilonzor,17,UX-FIG-017,UX-FIG,3,111,209,Shahzoda Umarova,Ona,+998933320588,@shahzoda113,telegram,2026-02-02,850000,active,76,72,2,2,2,0,97.4,94.7,1,1,False,70,66,57,9,4,94.3,81.4,79.3,100,317,2367,2050,272,11,1,1,90.1,A'lo,low
195,STU-10195,student,Nafisa,Ergasheva,Nafisa Ergasheva,female,2009-01-07,17,+998946949046,@nafisa_6368,18-son maktab,11,Yunusobod,17,UX-FIG-017,UX-FIG,3,111,209,Xurshid Ergasheva,Ota,+998778747102,@xurshid596,phone,2026-02-02,850000,active,76,71,2,3,2,1,96.1,93.4,3,0,False,69,68,62,6,1,98.6,89.9,89.6,100,924,2759,1835,116,4,2,3,94.6,A'lo,low
196,STU-10196,student,Alisher,Umarov,Alisher Umarov,male,2009-08-19,17,+998948878000,@alisher_7828,24-son maktab,11,Yunusobod,17,UX-FIG-017,UX-FIG,3,111,209,Laylo Umarova,Ona,+998771902061,@laylo982,sms,2026-02-02,850000,active,76,67,4,5,2,3,93.4,88.2,5,0,False,67,59,52,7,8,88.1,77.6,78.5,100,961,2056,1095,107,3,1,5,86.6,Yaxshi,low
197,STU-10197,student,Robiya,Rustamova,Robiya Rustamova,female,2012-12-08,14,+998941015862,@robiya_723,153-son maktab,8,Chilonzor,17,UX-FIG-017,UX-FIG,3,111,209,Bekzod Rustamova,Ota,+998774761081,@bekzod749,telegram,2026-02-02,850000,active,76,66,4,6,3,3,92.1,86.8,6,0,False,67,66,56,10,1,98.5,83.6,79.4,95,721,2056,1335,164,5,2,6,89.6,A'lo,low
198,STU-10198,student,Firdavs,Yusupov,Firdavs Yusupov,male,2008-11-19,18,+998912620263,@firdavs_3162,24-son maktab,11,Mirobod,17,UX-FIG-017,UX-FIG,3,111,209,Kamola Yusupova,Ona,+998938850314,@kamola118,sms,2026-02-02,850000,active,76,58,7,11,3,8,85.5,76.3,7,4,True,63,51,33,18,12,81.0,52.4,65.7,86,323,1463,1140,269,9,5,7,77.2,Yaxshi,low
199,STU-10199,student,Nurbek,Nematov,Nurbek Nematov,male,2012-09-26,14,+998335881584,@nurbek_7588,110-son maktab,8,Yakkasaroy,17,UX-FIG-017,UX-FIG,3,111,209,Malika Nematova,Ona,+998902436442,@malika614,telegram,2026-02-02,850000,active,76,58,9,9,4,5,88.2,76.3,5,4,True,65,51,36,15,14,78.5,55.4,66.3,94,321,1496,1175,271,10,2,5,77.6,Yaxshi,low
200,STU-10200,student,Sanjar,Rahimov,Sanjar Rahimov,male,2011-09-26,15,+998982577577,@sanjar_1539,52-son maktab,9,Yunusobod,18,UX-FIG-018,UX-FIG,5,107,201,Madina Rahimova,Ona,+998948198228,@madina213,telegram,2026-02-09,850000,active,72,56,7,9,4,5,87.5,77.8,5,4,True,61,47,36,11,14,77.0,59.0,66.7,93,805,1410,605,145,3,3,5,77.1,Yaxshi,low
201,STU-10201,student,Diyor,Saidov,Diyor Saidov,male,2010-05-05,16,+998774588346,@diyor_8621,110-son maktab,10,Uchtepa,18,UX-FIG-018,UX-FIG,5,107,201,Robiya Saidova,Ona,+998941116499,@robiya180,telegram,2026-02-09,850000,active,72,66,3,3,0,3,95.8,91.7,3,0,False,63,63,57,6,0,100.0,90.5,89.0,100,1448,2413,965,42,1,1,3,94.7,A'lo,low
202,STU-10202,student,Robiya,Ismoilova,Robiya Ismoilova,female,2012-01-27,14,+998935238702,@robiya_5023,101-son maktab,8,Chilonzor,18,UX-FIG-018,UX-FIG,5,107,201,Javohir Ismoilova,Ota,+998991919649,@javohir284,telegram,2026-02-09,850000,active,72,63,4,5,3,2,93.1,87.5,5,0,False,64,61,54,7,3,95.3,84.4,78.6,100,436,2106,1670,244,5,3,5,88.7,A'lo,low
203,STU-10203,student,Shohruh,Xolmatov,Shohruh Xolmatov,male,2009-03-21,17,+998984871848,@shohruh_9012,101-son maktab,11,Olmazor,18,UX-FIG-018,UX-FIG,5,107,201,Laylo Xolmatova,Ona,+998975190066,@laylo113,sms,2026-02-09,850000,active,72,56,8,8,3,5,88.9,77.8,4,4,True,62,53,35,18,9,85.5,56.5,67.8,89,1092,1577,485,89,2,5,4,80.5,Yaxshi,low
204,STU-10204,student,Islom,Ochilov,Islom Ochilov,male,2012-09-06,14,+998883703043,@islom_3565,201-son maktab,8,Chilonzor,18,UX-FIG-018,UX-FIG,5,107,201,Sardor Ochilov,Ota,+998996653140,@sardor475,telegram,2026-02-09,850000,active,72,57,6,9,4,5,87.5,79.2,5,4,True,61,50,34,16,11,82.0,55.7,66.5,88,297,1402,1105,277,8,6,5,78.5,Yaxshi,low
205,STU-10205,student,Sitora,Alimova,Sitora Alimova,female,2009-09-23,17,+998913957463,@sitora_7276,33-son maktab,11,Shayxontohur,18,UX-FIG-018,UX-FIG,5,107,201,Sanjar Alimova,Ota,+998971228706,@sanjar831,telegram,2026-02-09,850000,active,72,65,2,5,2,3,93.1,90.3,3,2,False,64,59,47,12,5,92.2,73.4,79.4,96,363,1958,1595,261,7,2,3,88.0,A'lo,low
206,STU-10206,student,Sevara,Ochilova,Sevara Ochilova,female,2010-01-03,16,+998912122590,@sevara_8876,1-son maktab,10,Yunusobod,18,UX-FIG-018,UX-FIG,5,107,201,Muhammadali Ochilova,Ota,+998912139709,@muhammadali811,sms,2026-02-09,850000,active,72,61,8,3,0,3,95.8,84.7,2,1,False,63,56,50,6,7,88.9,79.4,78.1,94,395,1890,1495,251,6,1,2,87.5,Yaxshi,low
207,STU-10207,student,Ulug'bek,Qodirov,Ulug'bek Qodirov,male,2009-11-17,17,+998938464651,@ulugbek_1653,153-son maktab,11,Olmazor,18,UX-FIG-018,UX-FIG,5,107,201,Laylo Qodirova,Ona,+998932679212,@laylo361,telegram,2026-02-09,850000,active,72,61,5,6,3,3,91.7,84.7,6,0,False,63,56,44,12,7,88.9,69.8,77.9,94,607,1902,1295,190,4,2,6,86.0,Yaxshi,low
208,STU-10208,student,Malika,Rustamova,Malika Rustamova,female,2011-02-28,15,+998913651397,@malika_9717,77-son maktab,9,Yakkasaroy,19,UX-FIG-019,UX-FIG,7,109,206,Sherzod Rustamova,Ota,+998971164506,@sherzod965,phone,2026-02-02,850000,active,75,72,1,2,0,2,97.3,96.0,2,0,False,67,64,61,3,3,95.5,91.0,89.6,100,1176,2666,1490,80,6,0,2,94.1,A'lo,low
209,STU-10209,student,Sardor,Mirzayev,Sardor Mirzayev,male,2009-02-27,17,+998973182209,@sardor_5922,101-son maktab,11,Mirobod,19,UX-FIG-019,UX-FIG,7,109,206,Farrux Mirzayev,Ota,+998914745661,@farrux163,telegram,2026-02-02,850000,active,75,63,4,8,3,5,89.3,84.0,8,0,False,64,60,49,11,4,93.8,76.6,78.0,95,1094,1869,775,88,8,2,8,86.7,Yaxshi,low
210,STU-10210,student,Gulnora,Jalilova,Gulnora Jalilova,female,2010-06-12,16,+998904757785,@gulnora_3277,52-son maktab,10,Sergeli,19,UX-FIG-019,UX-FIG,7,109,206,Xasan Jalilova,Ota,+998943782072,@xasan392,sms,2026-02-02,850000,active,75,31,9,35,16,19,53.3,41.3,10,25,True,52,20,4,16,32,38.5,7.7,39.3,60,456,626,175,240,11,5,10,44.0,Past,high
211,STU-10211,student,Sevara,Egamberdiyeva,Sevara Egamberdiyeva,female,2010-01-02,16,+998912843486,@sevara_7635,233-son maktab,10,Uchtepa,19,UX-FIG-019,UX-FIG,7,109,206,Farrux Egamberdiyeva,Ota,+998945728511,@farrux130,sms,2026-02-02,850000,active,75,64,4,7,4,3,90.7,85.3,6,1,False,67,58,46,12,9,86.6,68.7,78.9,99,1535,2010,475,33,4,3,6,85.3,Yaxshi,low
212,STU-10212,student,Jasur,Yo'ldoshev,Jasur Yo'ldoshev,male,2009-03-08,17,+998885011096,@jasur_5646,233-son maktab,11,Chilonzor,19,UX-FIG-019,UX-FIG,7,109,206,Gulbahor Yo'ldosheva,Ona,+998914200919,@gulbahor169,telegram,2026-02-02,850000,active,75,67,4,4,4,0,94.7,89.3,4,0,False,69,65,51,14,4,94.2,73.9,78.2,100,575,2125,1550,198,10,1,4,88.8,A'lo,low
213,STU-10213,student,Firdavs,Egamberdiyev,Firdavs Egamberdiyev,male,2011-10-20,15,+998336306167,@firdavs_3579,18-son maktab,9,Yunusobod,19,UX-FIG-019,UX-FIG,7,109,206,Dilnoza Egamberdiyeva,Ona,+998999805359,@dilnoza157,phone,2026-02-02,850000,active,75,56,11,8,2,6,89.3,74.7,4,4,True,63,53,32,21,10,84.1,50.8,65.4,89,1173,1403,230,81,7,3,4,79.4,Yaxshi,low
214,STU-10214,student,Abror,Tolipov,Abror Tolipov,male,2011-02-26,15,+998889079579,@abror_4315,33-son maktab,9,Mirobod,19,UX-FIG-019,UX-FIG,7,109,206,Odina Tolipova,Ona,+998914444917,@odina387,telegram,2026-02-02,850000,active,75,71,3,1,0,1,98.7,94.7,1,0,False,68,68,63,5,0,100.0,92.6,89.0,100,1978,2733,755,9,1,0,1,95.7,A'lo,low
215,STU-10215,student,Nurbek,Rahimov,Nurbek Rahimov,male,2009-11-24,17,+998981700486,@nurbek_6124,33-son maktab,11,Yashnobod,19,UX-FIG-019,UX-FIG,7,109,206,Husan Rahimov,Ota,+998883337044,@husan766,telegram,2026-02-02,850000,active,75,71,1,3,1,2,96.0,94.7,3,0,False,67,67,65,2,0,100.0,97.0,90.2,100,1384,2904,1520,52,5,1,3,95.2,A'lo,low
216,STU-10216,student,Abror,Ergashev,Abror Ergashev,male,2009-04-28,17,+998917744306,@abror_510,33-son maktab,11,Chilonzor,19,UX-FIG-019,UX-FIG,7,109,206,Anvar Ergashev,Ota,+998934213353,@anvar411,telegram,2026-02-02,850000,active,75,57,9,9,4,5,88.0,76.0,6,3,False,65,50,38,12,15,76.9,58.5,66.5,84,298,1393,1095,276,12,4,6,77.1,Yaxshi,low
217,STU-10217,student,Sarvar,Jo'rayev,Sarvar Jo'rayev,male,2012-08-12,14,+998885546288,@sarvar_3807,89-son maktab,8,Chilonzor,19,UX-FIG-019,UX-FIG,7,109,206,Charos Jo'rayeva,Ona,+998774630263,@charos297,sms,2026-02-02,850000,active,75,65,2,8,6,2,89.3,86.7,5,3,False,67,62,54,8,5,92.5,80.6,79.9,96,1920,2130,210,13,2,3,5,87.0,Yaxshi,low
218,STU-10218,student,Ravshan,Hamidov,Ravshan Hamidov,male,2012-10-12,14,+998337485214,@ravshan_2355,64-son maktab,8,Yashnobod,19,UX-FIG-019,UX-FIG,7,109,206,Islom Hamidov,Ota,+998935325958,@islom721,sms,2026-02-02,850000,active,75,53,11,11,5,6,85.3,70.7,7,4,True,63,54,37,17,9,85.7,58.7,66.8,89,284,1444,1160,281,13,3,7,78.9,Yaxshi,low
219,STU-10219,student,Diyor,Hamidov,Diyor Hamidov,male,2011-03-17,15,+998887860706,@diyor_4248,52-son maktab,9,Mirzo Ulug'bek,19,UX-FIG-019,UX-FIG,7,109,206,Xurshid Hamidov,Ota,+998934931072,@xurshid532,phone,2026-02-02,850000,active,75,70,2,3,2,1,96.0,93.3,3,0,False,68,67,64,3,1,98.5,94.1,89.3,100,1821,2806,985,17,3,0,3,94.4,A'lo,low
220,STU-10220,student,Kamola,Hamidova,Kamola Hamidova,female,2012-01-14,14,+998992230479,@kamola_8773,110-son maktab,8,Shayxontohur,19,UX-FIG-019,UX-FIG,7,109,206,Javohir Hamidova,Ota,+998915848106,@javohir871,phone,2026-02-02,850000,active,75,47,7,21,8,13,72.0,62.7,10,11,True,56,35,18,17,21,62.5,32.1,49.1,71,1001,1065,65,100,9,7,10,61.1,Qoniqarli,medium
221,STU-10221,student,Elyor,Jalilov,Elyor Jalilov,male,2010-07-03,16,+998335319082,@elyor_1302,7-son maktab,10,Bektemir,20,MB-FLU-020,MB-FLU,3,117,209,Muslima Jalilova,Ona,+998935289218,@muslima758,phone,2026-02-09,950000,active,72,66,3,3,1,2,95.8,91.7,2,1,False,64,52,42,10,12,81.2,65.6,77.3,98,468,1903,1440,233,8,2,2,84.9,Yaxshi,low
222,STU-10222,student,Madina,Nematova,Madina Nematova,female,2011-08-16,15,+998914475425,@madina_8989,124-son maktab,9,Sergeli,20,MB-FLU-020,MB-FLU,3,117,209,Charos Nematovaa,Ona,+998886440259,@charos904,phone,2026-02-09,950000,active,72,36,14,22,9,13,69.4,50.0,4,18,True,54,15,2,13,39,27.8,3.7,38.3,56,584,649,65,196,7,12,4,46.0,Past,high
223,STU-10223,student,Aziza,Jo'rayeva,Aziza Jo'rayeva,female,2009-12-23,17,+998911598449,@aziza_8453,24-son maktab,11,Sergeli,20,MB-FLU-020,MB-FLU,3,117,209,Mohira Jo'rayevaa,Ona,+998983140167,@mohira327,phone,2026-02-09,950000,active,72,49,7,16,6,10,77.8,68.1,4,12,True,57,29,11,18,28,50.9,19.3,48.2,72,459,949,490,238,9,4,4,59.4,Past,medium
224,STU-10224,student,Doniyor,Egamberdiyev,Doniyor Egamberdiyev,male,2008-06-19,18,+998937610705,@doniyor_6157,18-son maktab,11,Yakkasaroy,20,MB-FLU-020,MB-FLU,3,117,209,Ozoda Egamberdiyeva,Ona,+998983943038,@ozoda930,sms,2026-02-09,950000,active,72,60,5,7,5,2,90.3,83.3,5,2,False,65,45,31,14,20,69.2,47.7,67.0,98,731,1561,830,161,5,2,5,75.8,Yaxshi,medium
225,STU-10225,student,Yulduz,Ismoilova,Yulduz Ismoilova,female,2010-12-19,16,+998771765564,@yulduz_3349,1-son maktab,10,Bektemir,20,MB-FLU-020,MB-FLU,3,117,209,Akmal Ismoilova,Ota,+998973741526,@akmal941,telegram,2026-02-09,950000,active,72,58,5,9,4,5,87.5,80.6,5,4,True,61,53,32,21,8,86.9,52.5,65.4,88,1223,1493,275,71,2,6,5,79.6,Yaxshi,low
226,STU-10226,student,Diyor,Rahimov,Diyor Rahimov,male,2011-01-27,15,+998941324091,@diyor_492,18-son maktab,9,Yunusobod,20,MB-FLU-020,MB-FLU,3,117,209,Otabek Rahimov,Ota,+998903912297,@otabek335,phone,2026-02-09,950000,active,72,62,6,4,0,4,94.4,86.1,2,2,False,62,54,48,6,8,87.1,77.4,79.9,95,1510,1830,320,36,1,3,2,87.1,Yaxshi,low
227,STU-10227,student,Madina,Mirzayeva,Madina Mirzayeva,female,2008-06-03,18,+998915428969,@madina_2761,64-son maktab,11,Yunusobod,20,MB-FLU-020,MB-FLU,3,117,209,Feruza Mirzayevaa,Ona,+998999033641,@feruza995,telegram,2026-02-09,950000,active,72,60,4,8,6,2,88.9,83.3,7,1,False,65,63,54,9,2,96.9,83.1,79.0,94,817,2037,1220,138,4,3,7,87.8,Yaxshi,low
228,STU-10228,student,Aziz,Tursunov,Aziz Tursunov,male,2010-12-11,16,+998997463156,@aziz_4935,1-son maktab,10,Yashnobod,20,MB-FLU-020,MB-FLU,3,117,209,Rayhona Tursunova,Ona,+998934160717,@rayhona719,telegram,2026-02-09,950000,active,72,57,5,10,7,3,86.1,79.2,7,3,False,63,44,34,10,19,69.8,54.0,70.1,90,640,1555,915,180,6,3,7,75.6,Yaxshi,medium
229,STU-10229,student,Doniyor,Egamberdiyev,Doniyor Egamberdiyev,male,2011-02-19,15,+998888306001,@doniyor_2364,1-son maktab,9,Yashnobod,20,MB-FLU-020,MB-FLU,3,117,209,Rustam Egamberdiyev,Ota,+998884879619,@rustam737,telegram,2026-02-09,950000,active,72,43,13,16,10,6,77.8,59.7,3,13,True,62,41,21,20,21,66.1,33.9,50.0,76,984,1014,30,103,3,7,3,64.6,Qoniqarli,medium
230,STU-10230,student,Abror,Alimov,Abror Alimov,male,2009-09-14,17,+998974547779,@abror_7542,45-son maktab,11,Mirzo Ulug'bek,21,MB-FLU-021,MB-FLU,7,113,208,Aziza Alimova,Ona,+998904838443,@aziza841,telegram,2026-02-02,950000,active,76,69,1,6,3,3,92.1,90.8,4,2,False,67,62,54,8,5,92.5,80.6,78.4,99,102,2067,1965,293,11,2,4,87.4,Yaxshi,low
231,STU-10231,student,Bobur,Tursunov,Bobur Tursunov,male,2010-03-02,16,+998776293241,@bobur_1560,77-son maktab,10,Chilonzor,21,MB-FLU-021,MB-FLU,7,113,208,Abror Tursunov,Ota,+998977652470,@abror423,telegram,2026-02-02,950000,active,76,73,1,2,1,1,97.4,96.1,2,0,False,69,66,60,6,3,95.7,87.0,90.9,100,2601,2926,325,1,1,0,2,94.6,A'lo,low
232,STU-10232,student,Islom,Mirzayev,Islom Mirzayev,male,2010-11-08,16,+998889879537,@islom_5191,12-son maktab,10,Yunusobod,21,MB-FLU-021,MB-FLU,7,113,208,Malika Mirzayeva,Ona,+998983006301,@malika903,telegram,2026-02-02,950000,active,76,61,7,8,4,4,89.5,80.3,5,3,False,67,55,36,19,12,82.1,53.7,66.2,85,1538,1558,20,31,3,6,5,79.1,Yaxshi,low
233,STU-10233,student,Robiya,Rustamova,Robiya Rustamova,female,2008-08-03,18,+998997235587,@robiya_8865,153-son maktab,11,Olmazor,21,MB-FLU-021,MB-FLU,7,113,208,Nafisa Rustamovaa,Ona,+998886339190,@nafisa972,sms,2026-02-02,950000,active,76,34,5,37,18,19,51.3,44.7,8,29,True,51,15,2,13,36,29.4,3.9,36.5,56,512,607,95,216,8,5,8,39.5,Past,high
234,STU-10234,student,Shohruh,Tolipov,Shohruh Tolipov,male,2011-11-09,15,+998916717662,@shohruh_7265,201-son maktab,9,Yunusobod,21,MB-FLU-021,MB-FLU,7,113,208,Sardor Tolipov,Ota,+998918815971,@sardor800,telegram,2026-02-02,950000,active,76,71,3,2,1,1,97.4,93.4,1,1,False,69,67,58,9,2,97.1,84.1,80.3,99,1669,2244,575,24,2,3,1,91.3,A'lo,low
235,STU-10235,student,Shohruh,Abdullayev,Shohruh Abdullayev,male,2011-05-25,15,+998937490656,@shohruh_7076,89-son maktab,9,Olmazor,21,MB-FLU-021,MB-FLU,7,113,208,Xasan Abdullayev,Ota,+998916301721,@xasan267,sms,2026-02-02,950000,active,76,68,5,3,2,1,96.1,89.5,2,1,False,69,66,57,9,3,95.7,82.6,80.0,98,1069,2154,1085,92,5,1,2,90.3,A'lo,low
236,STU-10236,student,Islom,Tolipov,Islom Tolipov,male,2011-02-09,15,+998943174920,@islom_3272,178-son maktab,9,Yunusobod,21,MB-FLU-021,MB-FLU,7,113,208,Zarina Tolipova,Ona,+998935843688,@zarina876,sms,2026-02-02,950000,active,76,67,5,4,1,3,94.7,88.2,4,0,False,67,59,47,12,8,88.1,70.1,78.0,97,252,1917,1665,286,10,2,4,86.9,Yaxshi,low
237,STU-10237,student,Rayhona,Ochilova,Rayhona Ochilova,female,2010-01-09,16,+998984146119,@rayhona_6955,7-son maktab,10,Chilonzor,21,MB-FLU-021,MB-FLU,7,113,208,Yulduz Ochilovaa,Ona,+998776389490,@yulduz420,phone,2026-02-02,950000,active,76,61,10,5,2,3,93.4,80.3,2,3,False,67,56,30,26,11,83.6,44.8,62.7,89,1336,1511,175,61,4,2,2,79.7,Yaxshi,low
238,STU-10238,student,Muslima,Bekmurodova,Muslima Bekmurodova,female,2011-05-20,15,+998977285571,@muslima_5881,110-son maktab,9,Sergeli,21,MB-FLU-021,MB-FLU,7,113,208,Sardor Bekmurodova,Ota,+998946331621,@sardor938,telegram,2026-02-02,950000,active,76,33,12,31,10,21,59.2,43.4,7,24,True,51,14,5,9,37,27.5,9.8,37.5,59,511,616,105,217,9,10,7,42.1,Past,high
239,STU-10239,student,Firdavs,Karimov,Firdavs Karimov,male,2008-11-25,18,+998973241308,@firdavs_4028,233-son maktab,11,Olmazor,21,MB-FLU-021,MB-FLU,7,113,208,Aziz Karimov,Ota,+998936147039,@aziz359,telegram,2026-02-02,950000,active,76,64,6,6,2,4,92.1,84.2,6,0,False,66,60,51,9,6,90.9,77.3,78.8,96,889,2009,1120,126,6,2,6,87.1,Yaxshi,low
240,STU-10240,student,Nilufar,Bekmurodova,Nilufar Bekmurodova,female,2010-06-25,16,+998946711619,@nilufar_6013,52-son maktab,10,Yunusobod,21,MB-FLU-021,MB-FLU,7,113,208,Husan Bekmurodova,Ota,+998338645332,@husan447,sms,2026-02-02,950000,active,76,48,10,18,6,12,76.3,63.2,6,12,True,59,28,17,11,31,47.5,28.8,50.6,79,691,951,260,169,7,7,6,58.7,Past,high
241,STU-10241,student,Javohir,Rahimov,Javohir Rahimov,male,2010-06-03,16,+998887343669,@javohir_5177,178-son maktab,10,Olmazor,22,MB-FLU-022,MB-FLU,1,114,208,Elyor Rahimov,Ota,+998948752217,@elyor755,sms,2026-02-02,950000,active,75,63,4,8,5,3,89.3,84.0,8,0,False,66,57,45,12,9,86.4,68.2,78.3,94,762,1827,1065,155,6,1,8,84.6,Yaxshi,low
242,STU-10242,student,Aziza,Saidova,Aziza Saidova,female,2009-10-04,17,+998987094824,@aziza_2145,7-son maktab,11,Uchtepa,22,MB-FLU-022,MB-FLU,1,114,208,Sarvar Saidova,Ota,+998991198043,@sarvar781,phone,2026-02-02,950000,active,75,66,6,3,1,2,96.0,88.0,3,0,False,68,65,56,9,3,95.6,82.4,80.3,100,1691,2021,330,22,1,2,3,90.4,A'lo,low
243,STU-10243,student,Amirbek,Rahimov,Amirbek Rahimov,male,2010-07-03,16,+998771969415,@amirbek_3688,101-son maktab,10,Sergeli,22,MB-FLU-022,MB-FLU,1,114,208,Xasan Rahimov,Ota,+998336982981,@xasan203,phone,2026-02-02,950000,active,75,50,10,15,10,5,80.0,66.7,1,14,True,64,33,11,22,31,51.6,17.2,53.1,78,829,969,145,135,3,4,1,62.1,Qoniqarli,medium
244,STU-10244,student,Doniyor,Hamidov,Doniyor Hamidov,male,2010-06-10,16,+998993752569,@doniyor_3103,1-son maktab,10,Yakkasaroy,22,MB-FLU-022,MB-FLU,1,114,208,Rayhona Hamidova,Ona,+998889393779,@rayhona111,phone,2026-02-02,950000,active,75,55,9,11,9,2,85.3,73.3,8,3,False,68,56,44,12,12,82.4,64.7,68.3,90,767,1487,720,153,5,5,8,78.5,Yaxshi,low
245,STU-10245,student,Jasur,Jalilov,Jasur Jalilov,male,2011-01-07,15,+998881510327,@jasur_7044,24-son maktab,9,Bektemir,22,MB-FLU-022,MB-FLU,1,114,208,Nurbek Jalilov,Ota,+998338757837,@nurbek258,phone,2026-02-02,950000,active,75,71,3,1,1,0,98.7,94.7,1,0,False,69,65,62,3,4,94.2,89.9,91.0,100,531,3011,2480,209,7,0,1,94.7,A'lo,low
